Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Please order these questions from most (first) to least (last) true.,,,,,,,,,
10545559226,226001917,02/21/2019 02:45:13 PM,02/21/2019 02:45:51 PM,173.15.197.194,,,,,1,2,10,9,4,5,6,8,7,3
10545543441,226001917,02/21/2019 02:38:57 PM,02/21/2019 02:39:51 PM,216.66.74.22,,,,,7,1,8,9,3,4,2,10,6,5
10545514500,226001917,02/21/2019 02:27:34 PM,02/21/2019 02:28:38 PM,50.45.1.139,,,,,1,2,10,9,3,4,6,8,7,5
10545494100,226001917,02/21/2019 02:17:05 PM,02/21/2019 02:20:35 PM,108.187.168.43,,,,,10,9,7,8,1,2,6,4,5,3
10545375114,226001917,02/21/2019 01:29:00 PM,02/21/2019 01:29:39 PM,72.187.129.201,,,,,1,2,9,10,3,4,5,8,6,7
10545315666,226001917,02/21/2019 01:00:02 PM,02/21/2019 01:00:52 PM,98.25.37.174,,,,,5,1,7,4,8,3,9,10,2,6
10545315069,226001917,02/21/2019 12:59:46 PM,02/21/2019 01:00:34 PM,38.83.140.6,,,,,4,1,7,8,2,3,6,9,5,10
10545314073,226001917,02/21/2019 12:57:33 PM,02/21/2019 01:00:01 PM,90.207.23.177,,,,,1,7,10,8,2,3,5,9,4,6
10545310490,226001917,02/21/2019 12:57:53 PM,02/21/2019 12:58:06 PM,73.91.206.91,,,,,1,2,3,4,6,5,7,8,9,10
10540063573,226001917,02/19/2019 07:46:32 PM,02/19/2019 07:47:31 PM,173.24.218.19,,,,,1,2,9,8,3,5,4,6,10,7
10540030394,226001917,02/19/2019 07:34:42 PM,02/19/2019 07:36:21 PM,92.15.193.173,,,,,3,2,10,9,1,4,6,7,8,5
10540030193,226001917,02/19/2019 07:35:14 PM,02/19/2019 07:36:17 PM,98.208.34.144,,,,,4,1,9,8,2,3,6,10,7,5
10540028334,226001917,02/19/2019 07:25:45 PM,02/19/2019 07:35:40 PM,198.14.243.79,,,,,7,2,8,9,4,6,3,10,1,5
10540011399,226001917,02/19/2019 07:28:53 PM,02/19/2019 07:30:06 PM,86.49.246.129,,,,,1,2,9,8,3,5,4,10,7,6
10540010604,226001917,02/19/2019 07:26:33 PM,02/19/2019 07:29:50 PM,71.9.102.76,,,,,2,1,5,6,4,8,10,3,7,9
10540008689,226001917,02/19/2019 07:28:54 PM,02/19/2019 07:29:09 PM,161.45.254.242,,,,,4,1,2,6,3,5,7,8,9,10
10540008293,226001917,02/19/2019 07:27:36 PM,02/19/2019 07:29:00 PM,71.47.3.20,,,,,1,2,10,9,5,3,4,8,6,7
10540005632,226001917,02/19/2019 07:27:16 PM,02/19/2019 07:28:07 PM,128.243.2.59,,,,,2,1,10,8,4,5,3,9,7,6
10540000086,226001917,02/19/2019 07:25:17 PM,02/19/2019 07:26:18 PM,169.232.151.227,,,,,3,1,10,9,2,6,5,8,7,4
