Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Please order these questions from most (first) to least (last) true.,,,,,,,,,
10568874801,226002557,03/04/2019 04:45:31 PM,03/04/2019 04:46:45 PM,50.233.104.158,,,,,8,4,9,7,2,5,3,6,1,10
10568862236,226002557,03/04/2019 04:41:36 PM,03/04/2019 04:42:24 PM,173.172.162.237,,,,,1,2,3,4,5,6,7,8,9,10
10568844607,226002557,03/04/2019 04:35:25 PM,03/04/2019 04:36:20 PM,70.115.141.207,,,,,5,1,6,8,3,10,9,7,2,4
10568844438,226002557,03/04/2019 04:34:41 PM,03/04/2019 04:36:17 PM,86.161.191.45,,,,,5,2,9,10,1,6,7,8,3,4
10568833573,226002557,03/04/2019 04:32:28 PM,03/04/2019 04:32:39 PM,45.33.132.28,,,,,1,5,2,3,4,6,7,8,9,10
10546011111,226002557,02/21/2019 05:20:45 PM,02/21/2019 05:22:46 PM,198.99.244.32,,,,,6,1,2,9,4,3,8,7,5,10
10545917732,226002557,02/21/2019 04:50:31 PM,02/21/2019 04:50:56 PM,169.139.19.226,,,,,5,8,1,3,2,4,6,7,9,10
10545837576,226002557,02/21/2019 04:24:02 PM,02/21/2019 04:24:44 PM,169.139.19.226,,,,,1,2,3,4,5,6,7,8,9,10
10545675215,226002557,02/21/2019 03:27:43 PM,02/21/2019 03:28:47 PM,24.170.202.35,,,,,5,1,3,7,4,6,9,2,10,8
10545622393,226002557,02/21/2019 03:06:59 PM,02/21/2019 03:09:49 PM,71.71.97.253,,,,,3,2,6,7,1,5,10,8,4,9
10545588635,226002557,02/21/2019 02:55:30 PM,02/21/2019 02:57:08 PM,209.20.122.64,,,,,3,2,1,4,5,10,9,6,7,8
10545463623,226002557,02/21/2019 02:07:58 PM,02/21/2019 02:08:22 PM,96.66.1.145,,,,,3,1,2,4,5,7,8,6,9,10
10545451846,226002557,02/21/2019 01:59:59 PM,02/21/2019 02:03:33 PM,71.68.21.15,,,,,5,1,2,3,8,9,10,4,7,6
10545415659,226002557,02/21/2019 01:47:28 PM,02/21/2019 01:48:01 PM,75.186.5.239,,,,,2,1,8,10,9,5,7,6,3,4
10545397708,226002557,02/21/2019 01:38:17 PM,02/21/2019 01:40:02 PM,154.77.105.150,,,,,2,1,5,10,3,6,4,9,8,7
10545382245,226002557,02/21/2019 01:27:33 PM,02/21/2019 01:33:00 PM,168.9.213.29,,,,,1,2,5,7,3,6,8,9,10,4
10545364650,226002557,02/21/2019 01:23:51 PM,02/21/2019 01:24:42 PM,98.2.212.58,,,,,,,8,9,,7,,,10,
10545317310,226002557,02/21/2019 01:00:51 PM,02/21/2019 01:01:45 PM,216.249.229.206,,,,,1,2,10,7,3,4,6,9,8,5
10539997368,226002557,02/19/2019 07:25:05 PM,02/19/2019 07:25:23 PM,173.191.87.215,,,,,6,1,2,4,8,9,7,3,10,5
10539905600,226002557,02/19/2019 06:56:53 PM,02/19/2019 06:57:49 PM,108.245.223.129,,,,,2,1,3,9,5,6,7,8,4,10
10539873820,226002557,02/19/2019 06:45:45 PM,02/19/2019 06:45:53 PM,47.7.236.220,,,,,2,10,3,4,1,5,6,7,8,9
10539865678,226002557,02/19/2019 06:41:52 PM,02/19/2019 06:42:54 PM,137.148.115.5,,,,,7,1,2,3,5,6,8,4,9,10
10539862557,226002557,02/19/2019 06:39:12 PM,02/19/2019 06:41:42 PM,24.194.84.194,,,,,10,5,1,2,6,8,9,3,7,4
10539854874,226002557,02/19/2019 06:38:22 PM,02/19/2019 06:38:46 PM,104.52.25.66,,,,,6,2,3,10,1,4,7,8,9,5
10539851801,226002557,02/19/2019 06:35:37 PM,02/19/2019 06:37:32 PM,71.50.45.66,,,,,6,1,8,,2,3,4,10,9,5
10539851662,226002557,02/19/2019 06:37:14 PM,02/19/2019 06:37:28 PM,50.91.173.65,,,,,5,1,2,3,4,7,8,6,9,10
10539850378,226002557,02/19/2019 06:36:07 PM,02/19/2019 06:36:59 PM,174.80.249.100,,,,,10,1,5,6,9,8,7,4,2,3
