Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Please order these questions from most (first) to least (last) true.,,,,,,,,,
10545605176,226002322,02/21/2019 03:02:16 PM,02/21/2019 03:03:27 PM,96.59.190.138,,,,,10,3,2,4,5,7,8,1,9,6
10545576945,226002322,02/21/2019 02:51:23 PM,02/21/2019 02:52:43 PM,192.80.204.160,,,,,6,5,9,8,4,2,3,10,1,7
10545390304,226002322,02/21/2019 01:35:43 PM,02/21/2019 01:36:41 PM,82.19.107.99,,,,,8,7,5,2,1,10,9,3,6,4
10545332201,226002322,02/21/2019 01:06:17 PM,02/21/2019 01:09:12 PM,206.74.222.180,,,,,5,1,10,9,2,4,3,8,7,6
10545320273,226002322,02/21/2019 01:01:57 PM,02/21/2019 01:03:15 PM,47.198.2.217,,,,,2,3,8,9,7,4,1,10,6,5
10545286060,226002322,02/21/2019 12:44:09 PM,02/21/2019 12:44:47 PM,49.206.112.240,,,,,1,2,5,4,7,6,3,8,9,10
10539951943,226002322,02/19/2019 07:09:36 PM,02/19/2019 07:11:05 PM,47.144.120.214,,,,,10,5,1,2,3,9,8,4,7,6
10539899771,226002322,02/19/2019 06:55:14 PM,02/19/2019 06:55:36 PM,73.89.223.87,,,,,1,8,2,3,4,5,6,7,9,10
10539875169,226002322,02/19/2019 06:45:13 PM,02/19/2019 06:46:22 PM,24.253.25.149,,,,,5,10,8,9,4,3,2,7,6,1
10539866506,226002322,02/19/2019 06:42:32 PM,02/19/2019 06:43:12 PM,24.90.98.146,,,,,6,1,8,9,2,3,4,10,7,5
10539864866,226002322,02/19/2019 06:41:33 PM,02/19/2019 06:42:36 PM,47.198.17.35,,,,,9,8,1,2,4,5,6,3,7,10
10539861597,226002322,02/19/2019 06:41:05 PM,02/19/2019 06:41:20 PM,12.236.39.14,,,,,1,2,3,4,5,6,7,8,9,10
10539845325,226002322,02/19/2019 06:34:15 PM,02/19/2019 06:35:03 PM,69.181.223.187,,,,,9,3,1,2,5,8,6,4,7,10
