Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Please order these questions from most (first) to least (last) true.,,,,,,,,,
10568898137,226002474,03/04/2019 04:52:53 PM,03/04/2019 04:54:40 PM,73.195.45.39,,,,,8,4,2,3,7,9,6,1,5,10
10568847472,226002474,03/04/2019 04:36:03 PM,03/04/2019 04:37:19 PM,66.214.61.222,,,,,7,4,2,3,6,8,9,1,10,5
10568845861,226002474,03/04/2019 04:35:39 PM,03/04/2019 04:36:46 PM,50.49.152.6,,,,,8,4,3,2,5,7,9,1,6,10
10568845640,226002474,03/04/2019 04:35:36 PM,03/04/2019 04:36:41 PM,98.127.7.199,,,,,6,4,2,3,7,8,9,1,5,10
10545966864,226002474,02/21/2019 05:05:45 PM,02/21/2019 05:07:29 PM,172.88.228.155,,,,,7,1,9,8,5,6,2,10,3,4
10545962604,226002474,02/21/2019 05:04:11 PM,02/21/2019 05:06:04 PM,63.241.40.127,,,,,7,2,5,3,6,8,4,1,10,9
10545926235,226002474,02/21/2019 04:52:45 PM,02/21/2019 04:53:48 PM,5.151.88.48,,,,,10,1,4,2,5,6,9,3,7,8
10545766345,226002474,02/21/2019 04:00:37 PM,02/21/2019 04:01:38 PM,66.207.141.241,,,,,1,6,3,4,8,5,2,10,7,9
10545717830,226002474,02/21/2019 03:43:20 PM,02/21/2019 03:44:02 PM,65.31.232.84,,,,,6,1,,,5,,3,8,7,4
10545673791,226002474,02/21/2019 03:27:42 PM,02/21/2019 03:28:16 PM,71.213.30.5,,,,,3,2,9,10,4,5,6,7,1,8
10545667672,226002474,02/21/2019 03:17:38 PM,02/21/2019 03:26:04 PM,81.92.203.89,,,,,9,10,3,1,4,7,6,5,2,8
10545578225,226002474,02/21/2019 02:52:20 PM,02/21/2019 02:53:12 PM,173.16.3.220,,,,,10,1,3,4,5,6,7,2,8,9
10545556780,226002474,02/21/2019 02:42:51 PM,02/21/2019 02:44:57 PM,24.23.85.171,,,,,6,7,3,4,5,2,10,1,8,9
10545523827,226002474,02/21/2019 02:28:54 PM,02/21/2019 02:32:20 PM,73.23.129.254,,,,,1,2,9,4,7,5,8,10,6,3
10545507906,226002474,02/21/2019 02:24:31 PM,02/21/2019 02:26:00 PM,73.178.172.20,,,,,6,5,3,4,7,8,9,2,1,10
10545397403,226002474,02/21/2019 01:39:13 PM,02/21/2019 01:39:54 PM,97.124.179.161,,,,,1,3,2,4,5,6,8,7,9,10
10545355710,226002474,02/21/2019 01:19:48 PM,02/21/2019 01:20:28 PM,67.246.81.170,,,,,1,9,3,6,10,8,4,2,7,5
10545353671,226002474,02/21/2019 01:18:22 PM,02/21/2019 01:19:32 PM,67.246.81.170,,,,,2,10,3,5,8,9,1,7,4,6
10545321229,226002474,02/21/2019 01:02:13 PM,02/21/2019 01:03:45 PM,98.25.37.174,,,,,4,10,2,5,9,6,7,3,1,8
10545321086,226002474,02/21/2019 01:03:06 PM,02/21/2019 01:03:40 PM,216.249.229.206,,,,,1,10,7,5,4,3,2,9,8,6
10540025031,226002474,02/19/2019 07:31:57 PM,02/19/2019 07:34:36 PM,128.230.142.213,,,,,10,4,2,3,6,7,9,1,5,8
10539946652,226002474,02/19/2019 07:09:04 PM,02/19/2019 07:09:34 PM,66.68.130.83,,,,,8,5,1,3,2,6,7,4,9,10
10539917599,226002474,02/19/2019 07:00:58 PM,02/19/2019 07:01:57 PM,207.233.85.251,,,,,4,5,2,3,9,7,10,6,1,8
10539903102,226002474,02/19/2019 06:56:13 PM,02/19/2019 06:56:52 PM,76.90.105.46,,,,,2,3,4,5,6,7,9,10,1,8
10539884170,226002474,02/19/2019 06:49:37 PM,02/19/2019 06:49:48 PM,97.124.179.161,,,,,6,1,2,3,4,5,7,8,9,10
10539883777,226002474,02/19/2019 06:49:31 PM,02/19/2019 06:49:39 PM,172.58.233.153,,,,,2,1,3,4,5,6,7,8,9,10
10539866120,226002474,02/19/2019 06:41:40 PM,02/19/2019 06:43:04 PM,97.113.126.111,,,,,4,5,1,2,6,7,8,3,9,10
10539861208,226002474,02/19/2019 06:39:40 PM,02/19/2019 06:41:12 PM,75.132.170.204,,,,,6,4,1,2,7,10,9,3,5,8
10539858432,226002474,02/19/2019 06:38:47 PM,02/19/2019 06:40:08 PM,24.5.117.165,,,,,6,1,9,8,2,4,3,10,7,5
